iteration,x1_overall_accuracy,x1_overall_f1,x1_group0_accuracy,x1_group0_f1,x1_group0_tpr,x1_group0_fpr,x1_group1_accuracy,x1_group1_f1,x1_group1_tpr,x1_group1_fpr,x2_overall_accuracy,x2_overall_f1,x2_group0_accuracy,x2_group0_f1,x2_group0_tpr,x2_group0_fpr,x2_group1_accuracy,x2_group1_f1,x2_group1_tpr,x2_group1_fpr,x3_overall_accuracy,x3_overall_f1,x3_group0_accuracy,x3_group0_f1,x3_group0_tpr,x3_group0_fpr,x3_group1_accuracy,x3_group1_f1,x3_group1_tpr,x3_group1_fpr,x4_overall_accuracy,x4_overall_f1,x4_group0_accuracy,x4_group0_f1,x4_group0_tpr,x4_group0_fpr,x4_group1_accuracy,x4_group1_f1,x4_group1_tpr,x4_group1_fpr
0,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
1,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
2,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
3,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
4,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
5,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
6,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
7,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
8,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
9,0.9477346938775509,0.947748265665709,0.9320463320463321,0.9331074207615239,0.9380388365159938,0.07405281285878303,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9631224489795918,0.9630388859040181,0.9626905100589311,0.9630708791585283,0.9644670050761421,0.03911759881909135,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612245,0.9635342731343159,0.9637065637065636,0.9640450116406403,0.9646281524454113,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9492448979591837,0.9492315209860704,0.9350538508433246,0.9359847432996778,0.9405366207396665,0.0705264884369362,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
