iteration,x1_overall_accuracy,x1_overall_f1,x1_group0_accuracy,x1_group0_f1,x1_group0_tpr,x1_group0_fpr,x1_group1_accuracy,x1_group1_f1,x1_group1_tpr,x1_group1_fpr,x2_overall_accuracy,x2_overall_f1,x2_group0_accuracy,x2_group0_f1,x2_group0_tpr,x2_group0_fpr,x2_group1_accuracy,x2_group1_f1,x2_group1_tpr,x2_group1_fpr,x3_overall_accuracy,x3_overall_f1,x3_group0_accuracy,x3_group0_f1,x3_group0_tpr,x3_group0_fpr,x3_group1_accuracy,x3_group1_f1,x3_group1_tpr,x3_group1_fpr,x4_overall_accuracy,x4_overall_f1,x4_group0_accuracy,x4_group0_f1,x4_group0_tpr,x4_group0_fpr,x4_group1_accuracy,x4_group1_f1,x4_group1_tpr,x4_group1_fpr
0,0.9503877551020408,0.9503614502294804,0.9373298110140215,0.938197695587963,0.942228668116993,0.06765622437264229,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.963204081632653,0.9631100371472249,0.9628530786425523,0.9632106759058257,0.9640641366529692,0.03837953091684435,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612246,0.963535815680732,0.9637065637065636,0.9640481009950729,0.9647087261300459,0.03731343283582089,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9520408163265307,0.9520240181997542,0.940621824832351,0.9414654959052587,0.9458544839255499,0.06470395276365425,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
1,0.950469387755102,0.9504468344581527,0.9374923795976429,0.9383664205512222,0.9425509628555314,0.06765622437264228,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9632857142857143,0.9631962919431201,0.9630156472261735,0.9633801194445049,0.964467005076142,0.03846153846153846,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636122448979593,0.9635131190177866,0.9636659215606584,0.9640035158250004,0.9645475787607768,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.952265306122449,0.952225565641995,0.9410688884373096,0.9418448017837432,0.9455321891870115,0.06347383959324257,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
2,0.9505918367346938,0.950589798319137,0.9377362324730746,0.9386658419455196,0.9433566997018774,0.06798425455141872,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9632448979591838,0.9631587195495802,0.962934362934363,0.9633068133495837,0.9645475787607767,0.0387075610956208,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9635714285714286,0.9634736377642177,0.9635846372688477,0.9639257038479535,0.9645475787607767,0.037395440380515,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9518979591836736,0.9518336742487881,0.9403373298110139,0.9410606984396359,0.9439207154943196,0.06330982450385435,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
3,0.9504897959183675,0.9504770725345004,0.9375330217435481,0.9384400681587969,0.9427121102248005,0.06773823191733638,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9635102040816327,0.9634237315180675,0.9634627108311319,0.9638277552025701,0.9650310208685843,0.03813350828276201,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636122448979592,0.9635131070792812,0.9636659215606584,0.9640034696202655,0.9645475787607767,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9517755102040818,0.9517463022129901,0.9400934769355821,0.9409070051762394,0.9450487470792037,0.06494997539773659,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
4,0.9506530612244898,0.9506291803654987,0.9378581589107906,0.9387345418656687,0.9425509628555313,0.06691815647039527,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9632040816326531,0.9631101482456367,0.9628530786425522,0.9632111057291083,0.9640641366529692,0.03837953091684435,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636938775510204,0.9635979219600921,0.9638284901442796,0.9641702208674029,0.9648698734993151,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9517755102040816,0.9517316454427146,0.9400934769355823,0.9408734194379982,0.9444041576021271,0.0642939150401837,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
5,0.9511428571428571,0.9511272600021108,0.9388335704125179,0.9397191371371443,0.9437595681250504,0.06618008856814826,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9633673469387755,0.9632735853519901,0.9631782158097949,0.9635321642670608,0.9643864313915075,0.0380515007380679,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9635510204081632,0.9634509469597473,0.9635439951229425,0.9638811413425142,0.9643864313915076,0.03731343283582089,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9524285714285714,0.9523694618040256,0.941394025604552,0.9421190953245743,0.9450487470792039,0.062325733967525006,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
6,0.9503877551020408,0.950368466497782,0.9373298110140216,0.9382245370413764,0.9422286681169931,0.06765622437264228,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9632857142857143,0.9632009606123513,0.9630156472261735,0.963389545481908,0.964708726130046,0.0387075610956208,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636326530612244,0.9635343033070606,0.9637065637065637,0.9640451284206304,0.9646281524454112,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9522653061224489,0.9522309739631397,0.9410688884373096,0.9418599208274555,0.9456933365562806,0.0636378546826308,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
7,0.9511224489795919,0.9510754072155583,0.9387929282666125,0.9395908892674872,0.9427926839094353,0.06527800557651305,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9632448979591837,0.9631555217735345,0.9629343629343631,0.9633001992946953,0.9643864313915076,0.03854354600623257,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636122448979592,0.9635175360978004,0.9636659215606584,0.9640119689419517,0.9647892998146804,0.037477447925209115,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9522857142857143,0.9522672129761819,0.9411095305832148,0.941945164660968,0.9461767786640883,0.06404789240610137,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
8,0.951204081632653,0.9511664812034691,0.9389554968502337,0.9397789102579164,0.9431955523326081,0.06536001312120716,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9632244897959185,0.9631344998423923,0.9628937207884576,0.9632592149951454,0.964305857706873,0.038543546006232575,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.963591836734694,0.963491911069671,0.9636252794147531,0.963961811669382,0.9644670050761422,0.03723142529112678,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9519183673469387,0.9518695217311801,0.9403779719569193,0.9411359718466918,0.944645878656031,0.06396588486140725,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
9,0.9510204081632653,0.9510020329315516,0.938589717537086,0.9394738755213659,0.9433566997018773,0.06626209611284238,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9633061224489797,0.9632237046941474,0.9630562893720789,0.9634343137316665,0.9648698734993151,0.03878956864031491,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.9636530612244899,0.9635570477275486,0.963747205852469,0.9640898984362923,0.9647892998146804,0.03731343283582089,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561,0.952673469387755,0.9526291441192958,0.9418817313554156,0.9426366834643035,0.9460962049794538,0.06240774151221912,0.963558106169297,0.9630061170987475,0.9621653084982535,0.03508771929824561
