iteration,x1_overall_accuracy,x1_overall_f1,x1_group0_accuracy,x1_group0_f1,x1_group0_tpr,x1_group0_fpr,x1_group1_accuracy,x1_group1_f1,x1_group1_tpr,x1_group1_fpr,x2_overall_accuracy,x2_overall_f1,x2_group0_accuracy,x2_group0_f1,x2_group0_tpr,x2_group0_fpr,x2_group1_accuracy,x2_group1_f1,x2_group1_tpr,x2_group1_fpr,x3_overall_accuracy,x3_overall_f1,x3_group0_accuracy,x3_group0_f1,x3_group0_tpr,x3_group0_fpr,x3_group1_accuracy,x3_group1_f1,x3_group1_tpr,x3_group1_fpr,x4_overall_accuracy,x4_overall_f1,x4_group0_accuracy,x4_group0_f1,x4_group0_tpr,x4_group0_fpr,x4_group1_accuracy,x4_group1_f1,x4_group1_tpr,x4_group1_fpr,x5_overall_accuracy,x5_overall_f1,x5_group0_accuracy,x5_group0_f1,x5_group0_tpr,x5_group0_fpr,x5_group1_accuracy,x5_group1_f1,x5_group1_tpr,x5_group1_fpr,x6_overall_accuracy,x6_overall_f1,x6_group0_accuracy,x6_group0_f1,x6_group0_tpr,x6_group0_fpr,x6_group1_accuracy,x6_group1_f1,x6_group1_tpr,x6_group1_fpr
0,0.8946326530612245,0.8926997707035239,0.8837307448828867,0.8798783058332681,0.871134911038176,0.10423372121812331,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9006326530612245,0.898539284072237,0.8961384258282338,0.8920757564178062,0.8784764207980654,0.08698522736650986,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009591836734694,0.8989442502977164,0.8968136737708378,0.8929368751955693,0.8806356883745033,0.08772798547495256,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8951836734693879,0.8930542750383051,0.8848702257860308,0.8805438565676825,0.8685437899464501,0.09952958653131962,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9001632653061223,0.8982622798811614,0.8951677569107407,0.8915228773208249,0.8815857661081362,0.09185441941074524,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8952857142857142,0.8934899944173498,0.8850812407680946,0.8815592114335592,0.8750215926757645,0.1053065940414294,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
1,0.8944693877551021,0.8924940922141552,0.8833931209115847,0.879429247598517,0.8700984626014856,0.10390360650325989,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.900795918367347,0.8987101852867554,0.8964760497995358,0.892435909018751,0.8789082743133528,0.08673764133036231,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009591836734695,0.8989358318164092,0.8968136737708379,0.8929181176626036,0.8804629469683884,0.08756292811752084,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8952857142857142,0.8931223507957232,0.8850812407680946,0.8806725279296067,0.8681119364311627,0.09870429974416109,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8999591836734694,0.8980193152271684,0.8947457269466131,0.8910053228522281,0.8804629469683883,0.09160683337459767,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8955714285714285,0.8938085900123792,0.885672082717873,0.8822364157172576,0.8761444118155122,0.10522406536271356,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
2,0.894,0.8919914551649831,0.8824224519940916,0.8783681022733653,0.8686301606495077,0.104398778575555,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9006122448979592,0.8985121843667863,0.8960962228318211,0.8920180622943237,0.8783036793919503,0.086902698687794,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9008979591836734,0.8988796747570094,0.8966870647815995,0.8928008166594994,0.8804629469683884,0.08781051415366839,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8951632653061223,0.8929966077512629,0.884828022789618,0.8804157970147689,0.8677664536189325,0.09886935710159282,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9003061224489796,0.8983633667541843,0.8954631778856298,0.8917288292906126,0.8809811711867335,0.09069901790872327,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8955918367346939,0.8937861233630817,0.8857142857142856,0.8821857241335709,0.8752807047849369,0.10431624989683914,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
3,0.8944897959183674,0.8926140134258514,0.8834353239079974,0.8797301128919879,0.871825876662636,0.10547165139886112,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9006938775510204,0.8986038651699256,0.8962650348174721,0.8922118424624103,0.8786491622041803,0.086902698687794,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009591836734694,0.8989316292319168,0.8968136737708375,0.8929087677049738,0.8803765762653308,0.08748039943880499,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8948367346938776,0.892742409654096,0.8841527748470142,0.8799073021601643,0.8685437899464502,0.10093257406948915,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8999591836734694,0.8980166741197306,0.8947457269466133,0.8910028509984452,0.8803765762653307,0.09152430469588183,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8955102040816326,0.8937471057431757,0.8855454737286347,0.8821138227435312,0.875971670409397,0.10530659404142939,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
4,0.8944897959183674,0.8925607248600619,0.8834353239079975,0.879596581278305,0.8708757989290034,0.10456383593298671,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9006530612244898,0.8985622279348701,0.8961806288246466,0.8921243042623435,0.8785627915011228,0.08698522736650986,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9008775510204082,0.8988567569904636,0.8966448617851867,0.8927523832611396,0.8803765762653308,0.0878105141536684,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8951020408163266,0.8929896955149257,0.8847014138003798,0.8804145662969644,0.8687165313525653,0.10002475860361477,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8999183673469388,0.8979831320739694,0.8946613209537878,0.8909326511309988,0.8804629469683884,0.09177189073202939,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.896061224489796,0.8941782448198189,0.8866849546317789,0.8829802778345267,0.8746761098635344,0.10184038953536355,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
5,0.894142857142857,0.8921899645041927,0.8827178729689807,0.8788194736570116,0.8697529797892555,0.10489395064785012,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.900591836734694,0.8985060643013613,0.8960540198354083,0.8920069771734612,0.8785627915011228,0.08723281340265743,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.901,0.8989858692595177,0.8968980797636633,0.8930243296753057,0.880722059077561,0.0876454567962367,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8952448979591837,0.89313912525753,0.8849968347752689,0.8807327553890146,0.8690620141647952,0.0997771725674672,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9000816326530613,0.8981235871008185,0.8949989449250896,0.8912228342677103,0.8802902055622733,0.09094660394487085,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8949795918367346,0.8932168855318111,0.8844481958219035,0.8810150097840683,0.8749352219727068,0.10646199554345134,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
6,0.8945918367346939,0.8926754156601951,0.8836463388900613,0.8798302449171181,0.8713940231473485,0.10464636461170256,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9006326530612244,0.8985518353817524,0.8961384258282338,0.892103560277531,0.8787355329072379,0.08723281340265743,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009591836734694,0.8989484419155952,0.8968136737708379,0.8929461754258643,0.880722059077561,0.0878105141536684,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8953061224489797,0.8931739217154494,0.8851234437645072,0.8808018519608659,0.8686301606495076,0.09911694313774036,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9004285714285715,0.8984796094301748,0.8957163958641063,0.891971580280788,0.881067541889791,0.09028637451514403,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8960204081632652,0.894169791929605,0.8866005486389534,0.8829746166259477,0.8751943340818794,0.10250061896509037,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
7,0.8947142857142858,0.8927717784601146,0.8838995568685376,0.8800311507556977,0.8710485403351182,0.10382107782454404,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009387755102042,0.8988622979953902,0.8967714707744249,0.892756658358475,0.8793401278286407,0.08657258397293059,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009795918367348,0.8989629539457482,0.8968558767672504,0.8929759077628692,0.8806356883745033,0.0876454567962367,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8950204081632653,0.8929246728928952,0.8845326018147288,0.880292439978514,0.8688029020556227,0.10043740199719402,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8999387755102041,0.8980017073319976,0.8947035239502005,0.8909711197826947,0.8804629469683883,0.09168936205331354,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8958367346938775,0.8940344020988363,0.8862207216712387,0.882704008000783,0.8757989290032822,0.10382107782454401,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
8,0.8948367346938776,0.8928697013738256,0.8841527748470142,0.8802299022760384,0.8707894282259457,0.10307831971610135,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9007755102040818,0.8986874069166249,0.8964338468031229,0.8923880950676496,0.8788219036102954,0.08673764133036231,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9009387755102042,0.8989171044982419,0.896771470774425,0.8928789805799788,0.8804629469683884,0.0876454567962367,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8952448979591836,0.8931429615316065,0.8849968347752691,0.8807496594525075,0.8690620141647953,0.0997771725674672,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.900265306122449,0.8982874474382374,0.8953787718928042,0.8915636067934101,0.8802038348592157,0.09012131715771231,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.895142857142857,0.8932823797298196,0.8847858197932054,0.8811131715988403,0.8734669200207289,0.10439877857555502,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
9,0.894469387755102,0.8924970720581576,0.8833931209115846,0.8794421983588159,0.8700984626014857,0.10390360650325987,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9006938775510206,0.8986209011375329,0.896265034817472,0.8922502447811514,0.8789946450164106,0.08723281340265744,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.9008775510204082,0.8988567381692635,0.8966448617851867,0.8927522998919519,0.8803765762653308,0.08781051415366839,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8953061224489796,0.893211595380025,0.8851234437645072,0.8808945303451715,0.8693211262739678,0.0997771725674672,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.900408163265306,0.8984770758305288,0.8956741928676937,0.8919671154144829,0.8814130247020211,0.09069901790872328,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088,0.8956938775510205,0.893945016667271,0.8859253006963493,0.8825311807350884,0.8765762653307997,0.1051415366839977,0.904840940525588,0.9043913285158423,0.8993919292426754,0.08970099667774088
